income,loan_amount,credit_utilization,repayment_history,credit_label
69934.28306022465,15762.40317977297,0.37306689740182564,1,1
57234.713976576306,15465.858916161462,0.18756631527587517,1,1
72953.77076201385,5000.0,0.16103641362864882,1,1
90460.5971281605,16699.098082985627,0.18013458121409565,1,1
55316.93250553328,27328.29081821745,0.5954389570132363,1,1
55317.26086101639,7257.6788092320485,0.14391284945464125,1,1
91584.25631014783,30484.826510505925,0.38638784371943263,1,1
75348.69458305818,24877.748210843383,0.7402197466270949,1,1
50610.51228130096,12657.66678028962,0.3501959415380714,1,1
70851.2008717193,18584.703626621525,0.7488118656031103,1,1
50731.64614375075,35983.21807641033,0.733646982475997,1,0
50685.404928594864,27335.47813505866,0.30895306273823386,1,1
64839.24543132068,20087.83654898148,0.7194988530788337,1,1
21734.395106844044,17623.166830390157,0.7356101425312856,1,0
25501.643349739345,20766.090704516595,0.43783583681697286,1,1
48754.249415180544,14882.364420576965,0.2788574111802905,1,1
39743.377593311525,5000.0,0.5430801858580887,1,1
66284.94665190548,40421.77910534731,0.8831879498001669,0,0
41839.51848957578,21553.249991994013,0.6436742225672527,1,1
31753.925973294165,23981.472651225373,0.24698412298317202,0,0
89312.97537843107,19420.922501230914,0.6803433860234919,1,1
55484.47399026929,12648.831992754118,0.4631225731895594,1,1
61350.564093758476,18140.755190512293,0.602799477752067,1,1
31505.036275730865,5000.0,0.7239544297696417,1,1
49112.34550949635,42770.86498053304,0.5377052487872781,0,0
62218.451794197324,7654.88001577604,0.7918863783873124,1,1
36980.128451553945,9680.337161528205,0.7138322424191336,1,1
67513.96036691344,15597.407956135996,0.6228123390157341,1,1
47987.226201623904,32880.757248523776,0.22817389345749878,1,1
54166.12500413446,20145.08999262654,0.810556744274833,1,1
47965.86775541206,7638.642039695375,0.8955197475218436,1,1
97045.56369017875,32543.383607573396,0.2164203552379006,0,0
59730.05550524132,27310.006267854813,0.515004960018416,1,1
38845.781420882,25384.349572164523,0.3200554306749288,1,1
76450.89824206378,27157.342411708403,0.7413448113117299,1,1
35583.12700057955,43943.619005824505,0.713385190603995,1,0
64177.27190009511,41850.94895036112,0.2197523524848389,1,1
20806.59752240449,13132.846569967047,0.8454731805723915,0,0
33436.27902203139,36238.84992811152,0.25382710438130196,1,1
63937.22471738247,23831.681897589002,0.7776701718008914,1,1
74769.33159990821,24990.958161377494,0.48843330568380416,0,0
63427.36562379941,5000.0,0.3790314495244286,1,1
57687.03435223519,18296.142346118042,0.2345033732730815,1,1
53977.926088214226,11871.764096634352,0.24247211772463498,1,1
30429.560192651454,28280.588148933093,0.6626069714957652,0,0
45603.115832105825,30710.80500402805,0.5678658297550524,1,1
50787.22458080425,5000.0,0.2037726084035478,1,1
81142.44452437831,19779.651359957297,0.19579318137257642,1,1
66872.36579136923,31218.615047942523,0.16146398855687275,1,1
24739.19689274532,18133.21037686555,0.7322022452675124,1,0
66481.6793878959,27290.636450023645,0.7050997724448959,1,1
52298.35439167367,23511.654676270842,0.1496663422263889,1,1
46461.55999388082,23416.602319526264,0.576229564257427,0,0
72233.52577681736,17286.850219317024,0.17197473195628643,1,1
80619.99044991902,7834.191958642904,0.8681839050176005,1,1
78625.60238232397,8784.698525749725,0.8710498063031126,0,1
43215.64953554723,27093.525144553172,0.6934980413411606,1,1
53815.75248297571,20194.58255518883,0.8872605832235325,0,0
66625.26862807128,18614.877553927752,0.7897350758516369,1,1
79510.90254244718,15761.099576776474,0.804257789537992,1,1
50416.5152430942,16948.11154519248,0.5842516729844432,1,1
56286.82046672366,30469.117944881393,0.3601503184837495,1,1
37873.300519879434,16647.55918131973,0.2851292478489583,1,1
36075.867518386585,6589.352866984313,0.3781200187330898,1,1
76250.51644788396,27436.517755401732,0.6342211155757027,1,1
87124.80057141646,17951.233361352828,0.2467580554575391,1,1
58559.797568393325,20313.958655327766,0.31984420114172335,1,1
80070.65795784048,36075.783063995106,0.49785173337614474,1,1
67232.72050095268,19794.394426494928,0.29809258374592323,1,1
47097.60490789751,22891.836731187253,0.6003471192586524,1,1
67227.91211016828,8210.765087016747,0.8846996241878804,1,1
90760.73132931939,17803.305476490397,0.7358759608476575,1,1
59283.47921780097,26095.26045208601,0.666462622026576,1,1
91292.87311628013,5000.0,0.595313254586212,1,1
20000.0,22008.450931157095,0.5147557228685051,1,0
76438.05008750448,21007.910726448063,0.25857928068946073,0,1
61740.94136476343,20412.874555874394,0.8605038871128358,1,1
54019.852990682644,30371.588986582432,0.3112556017109109,1,1
61835.21553071005,23344.385148485217,0.17761254594143663,0,0
20248.621707982144,34780.71898356444,0.7375129023443909,1,0
55606.56224324976,10064.104844059639,0.24927320418149143,1,1
67142.25143023493,21359.24567218348,0.4161115996099996,1,1
89557.88089483032,20844.667863899474,0.12404218904733277,1,1
49634.59563452705,9307.455062449204,0.21650775115938087,1,1
43830.12794213625,29562.95002091346,0.24722308614592525,1,1
49964.85912830927,43246.73305852818,0.14624860858765126,1,1
78308.04235404148,19829.93925516169,0.6581584131294184,1,1
66575.02219319368,25050.21088273767,0.8114566264326496,1,1
49404.79592465922,20845.18475815327,0.4173180954110498,1,1
70265.34866226712,12864.153300928243,0.8433900052104706,1,1
61941.55098696081,5000.0,0.28134458837610754,1,1
79372.89981065778,12942.265169046348,0.37658186002705357,1,1
45958.93812245295,6080.416190482687,0.22812644407649313,1,1
53446.75706804464,37041.02078059118,0.6274753161061488,0,0
52157.83693735685,18848.903060767607,0.4568891522397608,1,1
30729.701037357627,16540.806709528293,0.6212908448156138,1,1
65922.40554129152,28891.53824787806,0.747423669585056,1,1
65221.105443597786,8782.488971441122,0.5638475636280061,1,1
60102.269132849215,12331.359619954475,0.6334858016665197,1,1
55308.25733249705,20680.72269248621,0.894962767235183,1,1
31692.585158991715,30287.689914234805,0.35420466316751664,1,1
51587.09354469282,25016.850451687882,0.40528934783886017,0,0
53145.70966946461,22483.25142515882,0.7100478574529364,1,1
43954.45461556762,20781.177352360162,0.6196096894970787,0,0
56774.285766679815,24002.35855526775,0.2517529688587576,1,1
68081.01713629077,22016.529051292546,0.4197252135089167,1,1
97723.7180242106,9700.277252230642,0.49766231115600773,0,1
63491.55625663678,20460.792216331512,0.45648136227313096,1,1
65151.00781445528,9263.113410822474,0.2515335870737347,0,1
58511.08168467666,20810.825429008237,0.8857655780166229,1,1
21624.57569401917,15193.520585117585,0.7479709474398795,1,0
59469.722491015666,45393.81622782861,0.5091524572916745,1,1
61204.604198820525,19601.05616248288,0.678051874060811,1,1
109264.84224970572,5957.604337384112,0.8626902713151935,1,1
56152.78070437755,18658.197893230754,0.21574802100733553,1,1
66030.94684667225,25193.587456378882,0.31281709310093103,1,1
59305.764605895136,36733.639461525236,0.5612960601681483,1,1
36626.439247609356,14105.476000612816,0.7791588156495048,1,1
82856.45629030041,5000.0,0.13081666112529827,1,1
75038.66065373548,28168.37011430981,0.9364154276669064,1,1
75820.63894086094,6194.012941003488,0.48667061245003757,1,1
41812.25090410522,15638.44558492515,0.40534646952846454,1,1
88055.88621872198,17423.79514489006,0.3488157721638061,0,1
31962.97874415438,19303.66546699892,0.24820320150324088,1,1
71737.14187600541,26891.644570743356,0.7728378225905237,1,1
103809.11251619957,13163.657177136123,0.912102040034182,1,1
40189.27349738623,17262.70747833239,0.45159804161858846,0,0
48674.04540794456,19857.296470506117,0.9095575905404378,1,1
61993.02730175282,21495.97957518788,0.800227973119779,1,1
49930.48691767602,20978.271747079227,0.5088934583548705,1,1
28986.731378677345,24360.0577522258,0.6729222522572128,1,0
61371.25949612055,28438.39509641737,0.46973655229489353,1,1
38753.9257254779,23926.34115650968,0.5749148969806696,0,0
69471.84861270363,24535.855235092182,0.14933938646572825,0,0
41611.51531532393,5000.0,0.6918239540054532,1,1
90998.6881003508,20502.276991656803,0.14490094781151622,1,1
44334.93415327526,24795.075480016087,0.7945222048817021,0,0
53558.76967588649,27289.4119457045,0.8012048900414739,1,1
76270.3443473934,13076.492257662057,0.3015156944227824,1,1
35382.7136713209,13409.60725111355,0.3751133638804302,1,1
64549.19869208259,14258.993247164017,0.5091138217745493,1,1
86142.85508564857,25364.138998913433,0.6071634708926092,1,1
27850.335308775448,30338.810549242087,0.3442506124806972,0,0
63692.677170646086,15925.398927083985,0.6036134439371362,1,1
65197.655884968466,29079.62313627049,0.35311901224490405,1,1
75636.4574355462,21234.798091645942,0.14716711291040158,1,1
35260.98578243836,18757.142228375636,0.10214841735712261,1,1
33590.867738314475,17886.15770182031,0.1859783992306643,1,1
70438.83131233795,27466.11364602157,0.7734130951394155,1,1
65939.69346466372,23255.7781678707,0.9172166155258366,1,1
65009.85700691753,42758.25427647638,0.4629212693890364,0,0
66928.96418993952,11477.753570026758,0.5357813604324514,1,1
46399.505568430184,25181.017020299758,0.2248209437124122,0,0
64645.07394322007,14707.989901884872,0.5683766497781334,1,1
65861.44946597362,11307.130130113563,0.2229566667059303,1,1
45712.97163947264,19891.328629650277,0.6195321815190056,1,1
97315.49022289513,21373.52479407036,0.8932698674437257,1,1
69476.65841823575,49181.735550600926,0.2663437584075837,1,1
36173.93005594703,18158.54184316798,0.7498791603485366,1,1
73131.07217267659,8698.212705153168,0.11997705939557544,1,1
40506.36659545357,22730.107174943856,0.4191726551233778,1,1
75741.69207484904,5000.0,0.1941362316559327,1,1
83171.91158014808,19080.432173957342,0.39960412535634454,1,1
43586.35363296579,20160.252822951603,0.24750638169305098,1,1
79267.52258488644,27946.003829452115,0.4173092416044543,1,1
68255.61853872996,29736.22249427847,0.4548943851914008,1,1
76441.2031998898,14964.303810922824,0.35550245436378064,1,1
97935.85965307895,18493.85985370067,0.6581286570521597,1,1
55092.23767994259,12338.79169389329,0.8810242435700733,1,1
44925.27671285021,8719.37445192306,0.4405060679894815,1,1
42209.711407489536,23098.947793806346,0.26349168300376824,1,1
43683.79430069123,7264.144514034007,0.33011434446658583,1,1
58457.96581171792,15853.730994281368,0.8259006999719136,0,0
66823.03949633287,10048.260401007623,0.5858937647796257,1,1
65533.815986600384,25496.831862902596,0.4867593774609137,0,0
76543.66498072048,38014.30099266488,0.2271912132825877,1,1
60260.03783755814,6984.12017196669,0.48226821207521464,0,1
89070.68154314633,5000.0,0.3367182028537787,1,1
54706.86333524088,18751.131146499327,0.9016886586753469,1,1
114403.38333179237,20156.977959577584,0.8514595930033716,1,1
72513.34695530012,22186.593067572976,0.1713171605539683,1,1
42856.84887167435,15536.794847656554,0.5391554658720564,0,0
38582.150038777756,17993.60701174568,0.29129959368747127,1,1
69649.4483048637,23675.104105406026,0.449160526095647,0,0
55530.74429348298,30404.30892644839,0.845320798513738,1,1
74280.00988184183,5000.0,0.5483873419052631,1,1
69464.75249147089,16310.605609685377,0.38408299936514584,1,1
58543.42174686254,22138.087939410634,0.2767051009892475,0,0
43064.1256386319,10820.23895389264,0.7802761304955158,1,1
29703.055506282708,37311.696317673,0.630840313059695,1,0
51069.70095865958,13645.90119771263,0.49785564136229654,1,1
77127.97588646944,19587.073129927172,0.28486170078353135,1,1
64281.87488260408,25560.22096842291,0.38410941803356163,0,0
35085.22442576024,14087.152111981055,0.9158669127277407,1,1
63463.61851702364,5000.0,0.5420764469649592,1,1
67706.34759457674,15713.454730834666,0.440594389056765,1,1
42322.85127597734,30294.405559270406,0.5432087359960753,1,1
63074.50211891056,16631.048732148614,0.7621402300146674,1,1
61164.17436892,11535.656985410214,0.38909259602743845,1,1
37140.59404338754,29256.722095027217,0.2519002027927175,1,1
67155.74720696567,16692.25103976947,0.5971957005881906,1,1
71215.69052736468,14898.391863497827,0.665423487958907,1,1
81661.02486350555,21494.560896633095,0.7058103025147672,1,1
81076.04104069807,27707.502096187873,0.8496894521512102,0,0
32446.61264085818,43817.13531732546,0.4154980025857461,0,0
41243.499201697545,28272.36107657423,0.16405166179455805,1,1
70300.7053441732,31598.399663883443,0.9145962960863009,1,1
70275.71901824417,14940.338010121446,0.4697601383218539,1,1
70300.95372612096,9741.318940305237,0.6297688832221616,1,1
137054.62981309442,20623.31349619123,0.6663595246590485,1,1
71417.81021386334,21071.699152595964,0.564536652396023,1,1
82711.31280361197,9214.872586354028,0.2744689002758296,1,1
79080.03526986405,18247.05470095987,0.7418715925987203,1,1
73027.82502611596,23993.17601719131,0.7831891781584693,0,0
53694.61510719309,23603.933950180803,0.5700292481148238,1,1
75179.38440986535,25042.878533842726,0.5152769864971153,1,1
44543.495709248564,22909.64730137443,0.19684745565878753,1,1
55263.62786519982,14929.913407299442,0.17135891227481626,1,1
50292.72904341793,14860.993733511568,0.38863011872899944,1,1
61637.482787726454,8010.48602006124,0.36421923218978425,1,1
106293.17133347018,37847.75039185095,0.9106079833187806,1,1
22654.696148165036,20134.50364619293,0.7660793310769153,1,0
73725.20380749027,17751.469442051482,0.6609356509702009,1,1
27745.682576206964,10712.079185475413,0.5400008756649642,1,1
50561.36268421133,49356.57902327778,0.24226240111765363,0,0
81779.01193934733,9266.719677771045,0.9316881713566413,1,1
61285.60038190926,15711.520743939267,0.4187845935041785,1,1
38445.104441413874,24158.368362860605,0.1908867620801581,1,1
45693.925814800634,26002.129657442776,0.5197290613583841,1,1
73591.95497869352,29579.32055215684,0.8428983098711207,0,0
45392.66736565727,38076.08507769263,0.8541973515107301,1,0
64329.1717916395,25061.576554607123,0.10932102864798017,1,1
60911.436798076276,9439.692000333323,0.8533513830386897,1,1
46967.99304788366,17430.548748782185,0.3307615848748797,1,1
102878.8817865065,23078.32372513885,0.13312650937315962,0,1
72678.38044636023,40682.26041505824,0.8206217298084432,1,1
20000.0,6021.9452157570295,0.834286742589977,1,1
63729.08629538855,32025.765052252274,0.6067964178659975,0,0
46764.27070463224,21799.14369546417,0.5882686937019046,1,1
77048.66669592448,28378.305352294807,0.7911522317282065,1,1
44149.58523134598,18980.05283364068,0.7683631198037378,1,1
57705.27117066202,11575.673698736739,0.8565896524262985,1,1
70099.74557960914,27508.72779401332,0.5698353304571979,1,1
77315.10388340244,26544.310271056213,0.9225000288228874,1,1
35994.071858884476,29720.56965739722,0.9467248062933377,1,0
53309.97528318103,19866.953646213646,0.1990629184988377,0,0
50501.09377678088,14001.779766801506,0.8221121956210038,1,1
46933.41534852576,5000.0,0.5248489190863007,1,1
95309.08480562194,28193.732681394064,0.42943138755485727,1,1
68099.63421921911,24238.89482443986,0.6211114634003078,0,0
34782.320913299096,10342.173671360408,0.147570723672706,1,1
78357.23894109552,14614.263267033759,0.5304919509520178,0,1
102443.12394025267,15332.411880485595,0.8402569845226667,1,1
80649.30521102293,5170.155680175821,0.2814422887181235,0,1
29612.60068091973,11823.176033948663,0.4624314105540114,1,1
50315.31854267497,8661.696431936458,0.8985587545576441,1,1
85338.22298373246,15875.209881120632,0.4642792621348427,1,1
45846.61068762439,12613.025016704372,0.4046124874825386,1,1
68876.38856292456,5000.0,0.4744561509048715,1,1
75492.68106858674,40225.90230569481,0.5415348515399229,1,1
41461.39056843834,32525.407310292307,0.6371926425117486,1,1
58809.492878764,12209.805784800144,0.7805888807792214,0,1
